text,recalled
"I'm stopped in the street to cross at the pedestrian crossing.A car arrives at high speed and, seeing me stopped to cross, stops.After crossing, the driver starts again and insults me.",1
"I am leading a student assembly, as class representative.Keeping everyone's heads together means making compromises that not everyone welcomes.In front of everyone, my vice-representative tells me: ""don't be such a bitch though!",1
"I'm on my bike, through the streets of Rome.I am usually very careful on my bike and aware of the risks involved in driving in a busy and chaotic city.The light turns green for me and I start to continue on my way when a car speeds past me and a guy shouts out the window, quite upset, ""whore"".Wanting to understand the stress/frustration you feel when you are in traffic in a car, that ""violent"" gesture and gratuitous insult shook me and made me think about the aggressive tendency of the human race, in using offensive language towards someone unknown",1
"I'm cycling on the cycle path, I stop to put my backpack on.I'm good to go, now I'm leaving.But why does the bike feel like it's braking?I try to pedal harder, I almost fall.I turn around and see a gentleman, well dressed in a suit and tie but clearly frustrated by life, who starts mumbling many things including insults and a ""bikes shouldn't go there"".I then realized that he was the one holding my bike.I then replied ""then it's better for me to go out into the street and get hit by cars?"" and he replied ""go, go, go!""raising the tone of his voice more and more, until he screams.Scared by what was happening, I didn't stop pedaling and left.The feeling was extremely comforting, I asked myself if I was in the wrong and I felt some guilt, but for what?",1
"I'm on a call with a couple of colleagues to organize a video conference in which we will be the main speakers, I don't really want to organize it, nor participate in it as I was forced and I wasn't asked if I wanted to.Being the only engineer I should be responsible for describing the technical aspects of the project, but, since it is still in its infancy and we are in a theoretical and primordial phase, many things have not yet been developed and many decisions have not yet been made , so there's not much to talk about.After having pointed out these difficulties to my colleagues several times, they continue to not believe me, thinking that I am exaggerating the situation",1
"I'm having trouble at work, a new task for me.My manager can't help me with this because he usually deals with something else, so I call the consultant to help me.On the phone he starts answering me with an annoyed tone, saying that ""it's not possible to work like this""... I freeze and feel a lump in my throat.I'm sorry, I feel attacked for no reason.Inside I have a sense of anger and I would like to throw down the phone, but my professionalism stops me.But I start to cry, on the one hand I don't understand why any person (paid to do their job) thinks they have the right to speak like that to someone else and on the other",1
"I'm at the disco with my friends and a guy approaches me to dance.I tell him clearly that I don't want to dance with him.He keeps pushing, so I'm starting to get nervous.After a while I get tired and tell him to leave.He insults me and I get very angry and I think that these things make me not want to go dancing.I push him away and go to the bouncers to report him",0
"A guy comes up and starts hitting on one of my friends.He's quite pushy and annoying, so I put my arm around my friend",1
"I'm in line at the pharmacy, waiting for my turn, when an elderly gentleman tries to get ahead of me as he too was already in line.I point out to him that the queue goes in numerical order, based on the number taken at the entrance to the pharmacy.At which the gentleman got angry and started telling me that since he was already in line I had to let him pass and that young people don't know how to respect the elderly.",1
"I'm walking with the dog and I stop, casually in front of the entrance to a garage, to let a car pass.When I start walking again after a few moments I hear myself called aggressively by a gentleman who begins to accuse me of having taken the dog to do its business in front of the garage, which is absolutely not true.Civilly I try to explain that he was wrong but the gentleman continues to verbally attack me.",1
"I'm in line waiting for the self-checkouts at a supermarket I often go to.The supermarket is very full today, and therefore there are a lot of people in line with me.My turn at the checkout comes, I only have 5 things to pay for, so everything should be quick.I pass the first three products, but I have problems with the fourth.Something is wrong with the machine.There is usually an employee who helps those who have difficulties.I know I'm capable of doing things, so I try to solve the problem on my own.",0
"I'm in the car with my best friend, she's taking me to the station.I have to catch the train home for the Christmas holidays.I studied at the University of Bologna and Sandra became first my roommate, then my best friend.We are almost at the station, at the roundabout to enter the car park a car doesn't give us priority, we almost collide.I don't remember exactly, but I think I yelled something like ""where the fuck are you going, asshole"" or something similar.The fact is that the guy must have read lips, because he chases us and after we parked he stops behind our car, preventing us from getting out.He gets out and starts banging on the car and coming at me, calling me a cursed whore, he tells me what an asshole I am, I have to tell that whore of my mother, he wants me to get out of the car to hit me, he says verbatim.""Sandra and I are terrified, we see that there are many people around us",1
"I'm in the car with my minor son and I'm about to arrive at a very dangerous intersection where I have the right of way, but I still slow down and stop to make sure I can pass.A motorbike arrives with two boys c",1
"I'm in the car and I'm driving, I have to go to the supermarket.I arrive at a roundabout and unfortunately there is a lot of trafficso I can't get to the roundabout straight away.A small queue forms behind my car due to the rush hour of the day.I get anxious even though I know it's not a situation I can control.From one of the cars behind me I hear a horn honking and I begin to feel anguish and disturbance.I finally manage to enter the roundabout without cutting anyone off and continue on, relieved.With the window open, a car passes me, probably the one that honked before, making rude gestures and insulting me.Then take an A",1
"I'm in the car and I'm leaving the car park where I went to do some shopping, the view was blocked by some rubbish bins.Entering a car that she hadn't noticed because it was going fast, she immediately stops and the lady inside starts insulting me heavily.At which point, due to her trauma, I get stuck in the middle of the street with her continuing to insult me.",1
"I'm in the car in a very long queue in traffic.I've already been queuing for about ten minutes and a gentleman with his off-road vehicle decides to overtake everyone on the right and forcefully enter my lane, exactly in front of my car while I was traveling.I honk loudly, irritated by the arrogance.The driver stops, rolls down the window and with rare arrogance tells me that when he signals to pass, I have to stop and let him pass.He repeats this phrase several times in response to my angry statement of facts in which I pointed out that we had all been in line for a long time.Before starting the car again after several minutes he shouts at me ""this is a huge bitch""",1
"I'm in the car on my way to university.There is traffic, the road is blocked and you can barely walk, the situation is stressful because it is morning and everyone seems to be in a hurry.I am in the left lane when the traffic light goes off and the cars start to move, from the right lane a car tries to squeeze between the cars and brushes past me.I ring to warn the driver and out of fright, I roll down the window and tell him to be careful.A man leans out the window and shouts insults and calls me a whore, telling me I don't know how to drive.I feel defeated and humiliated, I understand the stressful situation but not the reason for the insults.I arrive at university maintaining the feeling of unease.",1
"I'm on a scooter, stopped at the traffic light.A car stops next to me with some kids inside, who roll down the window and start looking at me and asking questions.At first the questions are innocent, like ""How are you doing?"", ""What are you doing tonight?"", but then we also start complimenting myself.I don't like this situation, so I don't respond and ignore them.At that point they get irritated and start calling me frigid.I move the scooter a little further; they come closer and start insulting me: ""we don't ask much of you, slut, but come on, answer us..."", ""they all do that and then they're whores in bed"".I feel dirty, very dirty: I haven't done anything and yet they are insulting me as if I had wronged them.I could cross the road on a red light, but I would put myself in danger.I think no, they're not doing anything physical.",0
I'm trying to reschedule an ultrasound appointment.I have been pregnant for 5 months.I find a gentleman near a desk.He was talking to someone and I wait my turn.When I approach him he looks at me oan,1
"I'm in the staff room and I'm talking to a colleague of mine, who is also a dear friend of mine.We are chatting about this and that when one of our colleagues from physical education comes in with whom I had a small argument this morning (I simply asked him not to address me saying ""what the fuck are you talking about"" but to stay calm and moderate the terms).He doesn't see me right away so he starts talking to another colleague saying I was a real bitch.I wasn't able to respond in kind or in any other way so, again without him seeing me, I left.My friend then asked why she said thatbut he changed the subject by not answering her.She told me everything but we didn't understand the reason for this exaggeration.",1
"I'm in the living room of my house and suddenly my mother starts screaming because there's a cockroach.Nobody can chase him away because they're scared, so I get closer.I'm still thinking about what to do, I don't feel like crushing him and killing him, I'd like to take a piece of paper and throw it out the window.My indecision makes my mother impatient and she shouts at me ""what the fuck are you doing bitch kill him"".I feel extremely offended, sad, alone and angry and you disappoint me so much that you insulted me for something like this.",1
"I'm in the office and I feel coldso I get up and go to close the window behind my colleague's back.He suddenly gets up and starts yelling and pushing me.He insulted me by calling me a ""whore"", a ""slut""... I am shocked and scared but above all full of anger.I leave the office furious and, when I return, I receive another volley of completely gratuitous insults.The colleague also has mental problems but he had never been violent.I feel humiliated, also because the other colleagues did not intervene, but above all a lot of anger.Maybe because I consider what happened an injustice, I didn't deserve it.",1
"I'm in a crowded bus, forced to stand next to the entrance/exit door.Every time the doors open/close, I have to move slightly to avoid them hitting me.An elderly lady, as she is about to leave, starts questioning the rudeness of me and the boy in the same condition as me, invoking the lack of respect for the elderly, since according to her, we were an obstacle to the descent (false).""I'd really like to know why you're standing here meddling,"" automatically came out of my mouth",1
"I'm in a garden sitting on benches with a small group of friends, about 10 people, it's evening and we're chatting.A boy older than us approaches and starts insulting us because he doesn't want us to be there, he raises dust and stone towards us with his feet.I feel angry and helpless, it's an injustice and has no justification, I also know that I don't want to nor will it be of any use to speak calmly with this person to make him understand that we are not doing anything wrong and that that space belongs to everyone.Most of us just ignore the guy.",1
"I'm in a place in Dublin waiting to pick up some pizzas to take away and some guys start talking about me, insulting me as if I don't hear them, among the many things they say there are a lot of ""bitches"".I'm afraid that one of them will come closer or start addressing me directly, h",1
"I'm in a club with my friends, at a certain point a boy approaches with the intention of coming to bed with me.He repeatedly asks me to leave with him, I continue to refuse, he insists and in the end he insults me.",0
"I am in a room with other people with whom I am living for a week in a farmhouse for an education project aimed at teenagers.I don't know the people I'm with well, I mostly met them at the beginning of that week (so about 3 days before).However, among them there is a person with whom I have shared a path of associationism for years, but who I have known for some time.We are not friends to go out together in the evening and have the same group of friends, but we still have closeness.In the middle of the conversation we are having, at a certain point, I make a relational joke (I stand out for being light-hearted and often mischievous, I believe that the topic of sex should not be a taboo, so I easily joke about it even self-deprecatingly ) and in response, this boy counters by saying ""But you do it with everyone anyway"" (maybe not verbatim words, but that's exactly the meaning) in front of all the other people who, I remember, don't know me that well.I feel bad about itand I don't know how to respond in kindand I stammer, as if trying to justify myself, which isn't true, I'm very selective in choosing who I go with.At that moment I felt at fault because I wasn't able to respond in kind and it left me with a feeling of unease.In the following days, however, I re-elaborated the situation and a feeling of anger arose in me: this boy, in the past, had also hit on me",1
"I'm in a doctor's office to do some blood tests.I have to lie down because I usually faint during blood tests, and the doctor tells me to be careful because, if I were to fall, no one would be able to lift me, given my weight.Aside from the mortification, I feel angry because I'm dealing with a doctor who shouldn't be allowed to say certain things.I don't know what to say, I'm taken aback, I even laugh out of embarrassment, but in reality I would like to tell you that you are very rude and that, as a healthcare professional, you should behave ethically correctly without humiliating the patients.I come home and I feel very sad, lacking, and also very disheartened.",1
"I'm with some friends and we're waiting in line at a bar to order, there are a lot of people, some are a little tipsy and people are getting nervous because the line is moving slowly.Together with my friends we are deciding what to choose but we are not decided, we make some jokes and from behind a group of friends, who are listening to our conversations, talking to each other make obvious gestures addressing us.When the situation seems a little too invasive to me I turn around and politely ask them to stop, they arrogantly say they didn't say anything.",0
"It's eight thirty-five, my work shift at the bakery is about to end, I can't wait to get home.A customer comes in, I feel a little tired at the thought of serving another personbut I do it anyway with a smile.The customer asks for a very specific type of bread which I give him.Later he asks me to give him some biscuits, to which I reply that he has to ask me for a quantity because the price changes based on the price.He insists on telling me that he wants some biscuits, so I take a tray and start putting some at a time, but the customer continues to raise his voice.My owner intervenes saying, in front of everyone, that I'm stoned.I felt humiliated and was about to cry, I started to tremble, but I had to forcefully laugh and pretend nothing happened.As soon as I returned home I felt resentment and an enormous sense of humiliation which did not allow me to work the next day with the same positive emotions as always.",1
I'm in the room with my brother.we are playing with each other when at a certain point I hurt him just to joke.he completely changes his attitude and from being kind he becomes irascible and starts insulting me by calling me a cojona.I also get punched in the arm by him.It wasn't my intent but I don't like it when he totally changes personality from one moment to the next.,1
"I'm on the street, in Rome, in my city.I'm driving in morning traffic to work.The traffic in Rome in the morning is obscene, most people don't know how to drive, and I still have a bit of anxiety while driving.I'm driving, I arrive at an intersection where I have the right of wayand I go calmly, always checking everywhere.A man in his 50s or 60s starts honking his horn and yelling ""this bitch, you don't even know how to drive, this bitch"" because he wanted to pass even though I had the right of way.I feel angry, the cliché of the woman who doesn't know how to drive makes me nervous, and my anxiety about driving increases because even when you're right you risk being attacked or worse, having accidents",0
"I'm on the street, walking about my business, enjoying a quiet walk through the streets of the centre.Suddenly a man wants to make an approach, but I'm not interested and I ignore him, continuing to walk.However, he is insistent and when I tell him clearly that I am not interested, he gives me a nasty sexist insult.I get angry, I feel bad about it but at the same time I think that it was simply one",0
"I'm little and my father drove me to my grandparents' house.He parked to let me out, and in doing so took up a spot where another car was planning to park.The driver of the other car, after having parked in another car park, got out insulting us and in particular said to me: ""this whore who will grow up like a slut"".",1
"I returned home very sad.I'm thinking back to the end of the story with my boyfriend which ended just a month ago today.I'm sad, I feel very alone and I need support.My sister is at home.I find her in the bathroom and I start crying, but she tells me to leave because she's sick too.She tells me about a problem she has, but right now I don't have the strength to handle it.I tell her that she can't always play the victim, that I can't help her right now and she tells me ""you're just a selfish bitch"".Her words hit me like a dagger and make me feel even worse.I leave the bathroom crying.",1
"Someone commented on a photo of a girl I know, claiming that she's looking for attention just because she's in a bikini.I see that in her comments the girl is arguing with this person and I decide to give her support.The guy in question decides to insult me ??too, because even in my profile photo I'm in a bikini (even though you can barely tell).According to his theory, I'm looking for attention, as are all women, because otherwise I wouldn't have had it.I feel a little humiliated: the photo was taken by my partner and it portrays a body that I am very satisfied with because it comes from a year of dieting, I chose it because I feel beautiful and because it makes me feel loved.But this guy continues to support his thesis: we are all a bit of a whore and always looking for attention.",1
"I returned after months of being away from home due to family problems and the lock down, my husband is angry with me, he insults me, he says that I cheated on him, but it's not true.I didn't even think about it.I feel terrible, I can't breathe, it's all too unreal.He insults me, bitch is the most delicate word I receive.Since that day, he has done nothing but treat me badly.after two years of psychological violence, I asked for a divorce",1
"I was waiting for the bus when this guy started talking to me about his past as a drug addict or ex-convict or something like that, he was one of those who try to sell pens or stuff trying to make people feel sorry for themselves.I listened to him for a while and answered, then when he started asking me for money I fell silent, I didn't answer him anymore and I looked away.he insisted a bit and then called me ""handicapped"" as he left.Honestly, I didn't even feel offended because I found it to be a truly ridiculous situation.",1
I was crossing the road with my bike (I had the right of way) and a car was about to hit me.So I get angry and yell at the driver to be careful when he insults me by calling me a bitch.,1
"I was walking down the street, normally and during the day, so I wasn't ""alone"", there were other people there too.At one point, while I was walking, a man who was driving in a truck slowed down and shouted “slut” at me through the window.I don't know why he did it, it was also autumn, so I didn't have skimpy clothes or anything (not that that's an excuse).I felt a lot of anger, shame and even fear, because I wanted to answer him, but I had no idea what could happen and how he would react.I was disappointed, there was absolutely no reason to insult me ??with that word, I hadn't done anything.I was sad and disappointed",1
"I was walking on the sidewalk with my friends and my boyfriend.Suddenly we come across a group of teenage boys.Everyone goes their own way when I hear ""fat girl"" shouted.I didn't even give the situation any thought since they were teenagers, even though the insult hurt me a lot.",1
"I was discussing with a friend who studies a different subject than me and who often doesn't know how to talk about anything else.His intention was to abandon an empty bottle on the street, justifying it by the fact that other people had done it before him.I tried to talk about “diffusion of responsibility” to get him into my subject a little and he replied “speak Italian, no one cares about this stuff”.I felt stupid, ignorant and excluded for the umpteenth time.",1
"I was doing a reverse maneuver to start driving with the instructor, and the driver of the vehicle behind started beeping because he absolutely wanted to get out early and also told me to go to hell.",1
"I was working as a hostess at an event inside a pavilion; the event was organized by a German trade fair organization, but in Italy.The queue to enter was quite long, but the waiting time was specified and participants could therefore decide not to queue.A German boy addressed me indirectly, speaking loudly to his friends as I passed him, saying that as a German he found such a queue unacceptable and that we hostesses and stewards were responsible for the bad management.He was clearly looking at me; I felt unfairly implicated and attacked on a personal level.",1
"I was having a heated argument with a person, and after raising my voice we get to verbal insults.However, these are insults brought on by the moment of anger and stress.In fact, we immediately apologized to each other",1
"I was talking to some guys in a nightclub and the moment I rejected a guy, he started insulting me by saying the worst insults without even knowing me",1
I was talking to my colleague.We were in the office togetherand we were talking about the behavior of other colleagues.I was talking about how I can't stand online meetings.Other colleagues always say that I log off too soon at the end without passing the unnecessary hellos and thank yous.My coworker said I looked like a bitch for leaving in a hurry,1
I was talking to my roommate about some chores to do around the house since she hasn't done them for a week.and she said it was none of my businessand I shouldn't tell her what to do even though we share everythingand I always do my part,1
"I was talking to my roommate about how the move would be tough because I have so much stuff and little time.She accused me of playing the victim because she should have done the same things I had to do, but I felt cheated because she had her father with the car and two years of things to move, while I, on the other hand, was alone, and I had to move six years' worth of things onto the bus",1
"I was talking to my mother who was highly and excessively angry with me.She tells me I'm a slut because I go to sleep at my boyfriend's house.I, who before this had decided to ignore her, responded to her by telling her that it was a huge lack of respect",1
"I was talking to a friend, who showed me a chat where a friend of ours called me a ""petonega"".I was very upset about it, because first of all I don't consider myself a person who talks bad about people behind their backs (meaning of petonega) and secondly because from his behavior towards me, I believed that this person appreciated me.Besides, it's like the ox calling the donkey a cuckold since this person insulted me behind my back and when we see each other instead it's all smiles.I re-evaluated this person, also because by continuing to read the chat it wasn't the only criticism he addressed to me.I was very grateful to the friend who let me read the chat.",1
"I was talking to a group of girls and boys and they were discussing their sexual experiences, when my turn came to respond, based on my experiences I was insulted.This episode shook me and made me think a lot about prejudice and evil.I was sad for a while",1
"I was talking to a friend of mine calmly about a topic.We were discussing an exam topic we were preparing together.While we were busy with the conversation, one of our classmates arrives and intrudes.He starts raising his voice saying we were wrong.I then begin to explain my point of view to him but I am not listened to.He starts screaming and drowning me out with his voice.I felt really upset",1
"I was speaking in a debate about renewable energy and a girl immediately attacked me without knowing how to argue, just saying that it wasn't true.I felt irritated and a little tired because I couldn't understand.",1
"I was coming back from work, I was very tired and cold.I was on a scooter and found the usual road closed, I had already been through a lot of traffic.I take the reserve road, longer and with two more traffic lights, I pass slowly on the left of the cars and finally arrive at the end of the street.There was the bus stopped at the crossing, I see a gentleman who was starting to cross and I think ""I'll definitely pass by"", so I pass the bus on the left and I realize that there was an elderly lady in a wheelchair and the carer behind who he was wearing it, I nailed it immediately.At which the lady gives a little start and then they continue.In the meantime, the gentleman who had started to cross had approached me, stopped, looked at me and said ""where the fuck are you going, where the fuck are you going"".I look at him, smile mockingly and leave.I often perceive a certain hatred towards scooters, and the gentleman's reaction made me feel bad, having not broken any rules of the road and above all having stopped as soon as I saw the lady",1
"I was leaving the university and heading towards the subway.while I was walking briskly on the sidewalk, I saw a couple in front of me and I thought of overtaking these two gentlemen, giving them as little trouble as possible.so I go down the sidewalk, moving away a little to pass to their left, and further lengthening my pace.while I do this the lady moves and comes on top of me.none of us falls and I start walking again thinking that these are things they can understand every day in a city where everyone goes fast.but the lady starts screaming, calling me an idiot, as if I were specifically for her",1
"I'm behind the wheel at an intersection.With gestures I make him understand that I have priority.They roll down the window and a boy insults me.He tells me ""hysterical"", ""woman behind the wheel, constant danger"".Not only are they wrong, they don't recognize it.They make it worse by insulting me in a sexist way.Many people are outside like a balcony...",0
"I'm going to school, like every other day I choose the clothes that make me feel more confident and I take the bus.I arrive at class and the first few hours pass without problems.It's half time and while I'm at the window with my other classmates because there are radiators, one of my classmates comes up behind me and gropes my ass.I'm angry and I feel insulted, I turn around and kick him, I catch him pseudo well on the leg at which he and his other partners laugh.I turn around and start the conversation I was having again as if nothing had happened.Upon leaving school, my classmate from before and one of his partners grope my ass again this time together, and turning around pissed off they look at me and say ""With those bitch pants what did you expect"".I feel wrong, for a moment as if the problem were the trousers and then the worst comes I feel relieved",1
"I'm riding my bicycle and I'm about to cross the pedestrian crossing.There's a car stopping to let me cross.I get off my bike to cross carrying it by hand and make a gesture of thanks to the driver.I finish crossing the stripes and the car takes off again at full throttle, while the driver shouts at me: idiot, go even slower.I remain stunned.",1
"I'm going to the office of the school where I work to ask for information regarding a payment.I knock on the little window and they open it for me.The secretary immediately asks annoyed what I want.I explain my situation and she responds by shouting: ""didn't you see what day it is?We only receive on Tuesdays"".I am disturbed by your attitude, also because today is the right day, but even if it were nothing, it authorizes you to address me in this way.Furthermore, she addressed me in the tu rather than the lei, which as a teacher I expected to hear.Stop, I'll point out that today is actually Tuesday.She remains frozen, she listens to my question but she doesn't apologize for her rude attitude.",1
"I'm arriving at my house where there are private car parks and I don't have one and having a lot of stuff to unloadI leave the car in front of the first parking space with the 4 arrows and unload quickly to go to my apartment for which I have to take two lifts .While I'm getting in, the owner of the car gets out and, exhausted by illegal parkers, begins to honk his horn.I do it as quickly as I can and when I go down I find him angry like a beast telling me how dare I leave the car.I try to explain that it was a moment",1
"I'm waiting for the bus at the bus stop in the fourth grade.I know very well what the bus that comes to pick us up to take us home looks like, it is white with red company writing and a gray stripe down the middle.However, I see a much smaller, dark bus arriving, with the same name as the company on the side.At the time I didn't give it much weight.After a few minutes a boy, who is usually on the bus with me, gets out and waves at me.I'm caught up in a conversation with my classmate so I don't give it much weight, I don't immediately realize that that's the bus I have to take today.A few more minutes pass and the same boy approaches me telling me that we have to go, I immediately connect what is happening and quickly grab my things.I get into the bus and another boy, who is still sitting in front to chat with the driver, tells me, in a shocked manner, ""but you're as stupid as a horse"".",1
"I'm crossing the pedestrian crossing in front of my house, a neighborhood street where you have to go slowly given the proximity to the houses.It's raining, I'm wearing the hood of my coat which covers my vision a bit.I take a step forward and a car coming very fast stops, it was coming so fast that I didn't see it.I look at the car and whisper something to myself like ""look at how this one runs"".The guy driving gets out and comes under me telling me to be careful what I say, I tell him that I only said he was going fast, he doesn't believe it and says ""yes of course, be careful asshole, I'm good, but sooner or later then some madman will beat you up.""He gets back in the car and leaves.I remain disturbed because I really hadn't insulted him.",1
"I'm walking quickly down the sidewalk one late afternoon when a man approaches me and starts talking to me, asking me if I'm local, if I know where the nearest metro station is and if I have any coins to give him to get a ticket.At first I show him the way to the metro station and then, when he asks me for money again, I tell him that unfortunately I don't have any money with me.I'm about to leave and he says ""bitch"" in a low voice.I pretend nothing happened and continue walking despite the sensation of",1
"I'm walking through the streets of my neighborhood, I was going to visit a friend who lives nearby.While I'm walking, a man approaches me and starts paying me compliments, which are obviously not welcome.He starts following me insistently asking me why I don't answer him, in a very annoyed tone.I continue walking without looking at him and without saying a word.He keeps following me and talking to me until he gets angry and insults me because I'm not responding to him.Luckily I met a lady who was getting into her car and I practically took off",1
"I'm walking around Padua with my girlfriend and I'm in front of a bar where 4/5 guys aged between 30 and 40 were sitting outside on a table.When they saw us pass they started shouting at us ""shitty lesbians"", ""whores"", ""you're wasted"".the tone was both aggressive and derisive as some of the boys were laughing at the same time.The first reaction was certainly fear, we instinctively wanted to let go of each other's hands and walk as fast as possible to get away from the bar and continue our walk.I felt attacked, scared and became very angry.",1
"I'm walking down the street, in Copenhagen, alone.At a certain point a man appears in front of me, coming towards me because he is going in the opposite direction.When we are close he hits me, not too hard, but he does it on purpose.That blow could also have been an insult like “whore”.There are misogynistic people who want to hurt women, and any woman is as good as any to them.I feel helpless, because I'm afraid that by reacting I might cause a more serious reaction.I feel frustrated and disgusted.",0
"I'm walking down the street, a guy first honks his horn then comes alongside me with his car and tells me that I'm really beautiful and if he can give me a ""two punch"".I ignore him and continue on my way.I felt uncomfortable but on the one hand I was ""pleased"" to know that I was considered beautiful by men.",1
"I'm walking down a street, alone.At a certain point a car approaches me, the window rolls down and a boy insults me with a very sexist phrase.Having done this he laughs, speeds up and walks away.I feel hurt, angry and ashamed even though I haven't done anything wrong.I feel mocked, offended for no reason.I wonder why a person would behave in such a vulgar and absurd way.",0
"I'm walking to the park like I do most daysand I'm dressed in athletic clothes, especially tight leggings that show off my butt.I'm listening to music with headphones and greeting people I meet on the street.While I'm on the side of the road a bee, the car, slows down to look at me and make comments like 'look at that ass'.Like most times, I react to the comme",1
"I'm walking towards my car while a boy who likes me wants to talk to me at all costs but I don't want to because a few minutes earlier he sent me to another country because I didn't already reciprocate the same feelings.After great insistence on his part I decide to listen to him but after a few seconds I realize that I can't stand it anymore and continue walking towards the car.At this point the guy calls me an idiot saying that he doesn't want to have anything to do with me, and all this only because he was offended by the fact that I didn't reciprocate his feelings.",1
"I'm walking towards a place where I'll have an aperitif with some friends; It's evening, but it's not late.I arrive before my friends, so I'm alone, but I'm calm nor do I feel like I shouldn't be.At a certain point, a boy more or less my age, I think, approaches and he starts talking to me; It's pretty clear to me what he wants, but I'm not interested, so I'm looking for the right words to push him away without being rude.The guy takes it badly, he starts telling me ""Who do you think you are"" ""You should thank me that I was hitting on someone like you"".I fall silent, the discomfort has turned into fear, I would like to react.The guy leaves, shouting ""This bitch"", before disappearing.I'm there, waiting for my friends, holding back tears",0
"I'm looking for parking at the hospital, and a car behind me rear-ends me.I get out to check the damage, and the lady driving the other car insists that nothing happened.I get angry, and she and her husband raise their voices, insisting that it wasn't them, that the damage was already there.I insist, I start taking photos of the cars and their license plates.In the end they recognize the damage but refuse to fill in the friendly report.They leave me some money for the repair, and the husband slams the car door on me.",1
"I'm chatting online with a man and while he says he's very comfortable with me, I on the other hand feel vaguely uncomfortable with him.In any case, I don't want to be prejudiced and I continue to feel it.However, when he asks me if I could consider going out with him, I, considering the situation and the emotions I feel towards him, politely decline.At that point, he writes me a pissed off message in which he asks me the reason for my refusal and after giving him an explanation he becomes even angrier, calling me a ""whore"".The insult takes me by surprise and I feel overwhelmed by a sense of shame and discomfort.it's clearly intended to make me feel bad and insult me ??as a woman, and unfortunately it succeeds.",0
"I stand with my mother and my brother with Down syndrome in the checkout line.A lady with a small child in a stroller explains to this son that my brother is a problem boy and not to stare at him.At this point my mother and I respond and the lady offends my brother with very unpleasant words, not understanding the suffering that exists in a family due to a certain situation, not understanding the indelicacy and pain that an attitude of the type,",1
I'm having a heated discussion with my sister about running the house.I am accused of being disorderly and disrespectful.My sister tells me I'm a selfish bitch and I start crying.,1
"I'm arguing with my sister because I can't find a piece of clothing that I remember lending her.She calls me an idiot because I'm not tidy and I can't blame her because I can't find my clothes, I call her a bitch because when I lend her things she has no respect for other people's property and loses them.She then becomes unbearable because she is a psychologist and when she starts using her knowledge to justify herself it drives me crazy.I feel anger, impatience, and I think I'm right.I don't think she's even trying to think where she put the thing I lent her because she pretends she doesn't remember taking it.I don't lend her anything anymore.",1
"I am arguing with a friend, who, after several misunderstandings, turns to me shouting and with very accusatory and at times contemptuous tones.I immediately start to respond angrily too, especially in response to the very strong and, in my opinion, disproportionate words that she uses.As the conversation progresses, I try to adjust my tone of voice, asking her to lower it as well.She turns to me with real insults, totally disproportionate to the extent of the situation, accusing me of having engineered this whole situation just to hurt her.I feel very hurt and understand that the conversation is totally useless.While I try to reason with her, accept her anger and ask her for clarification, she attacks me in a very aggressive way with the sole intent of hurting me and no intention of really resolving the issue.",1
"I'm arguing with a colleague about some communication problems with her, or rather, I'm complaining about the lack of communication and consideration towards me.I feel very uncomfortable because the colleague doesn't seem cooperative and in fact she tells me that she has never had any problem like this at work and goes to call her superior, with whom she has a friendly relationship, who appears in front of me defending her colleague without knowing anything about what happened and calls me incapable.I feel confused and very uncomfortable",1
"I'm discussing a deadline issue with a colleague.She asks me for help that I can't give and she verbally attacks me, calling me a ""selfish whore"".Not understanding the reaction and not having voluntarily created discomfort, I feel vulnerable but at the same time defective and guilty

Immediately afterwards I feel a state of nervousness rising as I find an aggressive reaction of this type inexplicableI understand, however, that there is something I don't know and I try to stay calm and find a comparison to bring it back",0
"I'm arguing with a friend of mine because I've noticed for some time that she's avoiding me and so I decide to clarify the situation but we quickly lose control and she tells me that I'm a selfish bitch and that I was also jealous of the fact that she she had a boyfriend.I feel frozen, they have never said something like that to me and I certainly didn't expect it from a person like you, who I consider a close friend of mine.Since then we have cut ties and I'm happy we did, she never really apologized to me for what she said to me and I never sought her out",1
"I'm doing group work where I need to make a graph.I'm starting to do it to make the work easier for two girls who are more skilled in the graphics part.As soon as they saw the still unfinished graph, one of the drafts said to me 'well it definitely needs to be reviewed, it sucks'I took it a lot because it's something I feel I'm at fault for.It wasn't even well-crafted feedback or constructive criticism, just a judgment without specifying the 'what'.It bothered me quite a bit.",1
"I'm managing teenagers and their families who are weighing their suitcases before a trip the boys/girls will take without families.One of them has a suitcase that is too heavy and I ask the girl and her family to remove something so that the suitcase is within the limits.The father starts yelling at me, telling me that I have no right to tell them what to do with the suitcase.",1
"I'm driving and a car cuts me off.I get scared and honk at the other driver.He starts gesticulating, but continues, until stopping a few meters ahead at the red traffic light.After a few seconds he gets out of the car and starts shouting insults at me, slamming his fist on my window.He goes on for 30 seconds, in which I am petrified by the reaction, then he gets back into his car and drives off again.",1
"I'm driving on a street I don't know well, I come to a stop sign and I stop.Visibility is compromised by a curve so I take some time to look.I set off again calmly and find a car pulling up alongside me behind me and the woman behind the wheel starts insulting me.I feel lost, I don't understand what she is telling me and why.I feel that anything I say will be of no use, I feel that the anger he is taking out on me is too great to be just a reaction to my way of driving.But I'm scared of her verbal fury and I lock myself away.When I try to apologize if I did something I didn't realize, she calls me an idiot.",1
